id,%chg_lq_estabishments,%chg_total_emp,%chge_lq_total_qtrly_wages,%chge_lq_taxable_wages,%chge_avg_wkly_wage
52106,5.15,0.539333333,0.592,0.402,0.67
52107,5.16,0.527333333,0.546,0.404,0.632
52108,5.17,0.524,0.542,0.404,0.634
52109,5.1,1.108666667,1.282,0.458,1.13
52110,5.21,1.023333333,1.204,0.462,1.162
52111,5.21,1.048,1.238,0.458,1.164
52112,4.55,1.086,1.3,0.452,1.176
52113,5.24,1.119333333,1.408,0.5,1.232
52114,5.21,1.048666667,1.234,0.462,1.16
52115,5.2,1.056666667,1.24,0.458,1.164
52116,5.17,1.090666667,1.308,0.45,1.182
52117,5.55,1.092666667,1.39,0.508,1.248
52118,5.94,1.044666667,1.224,0.46,1.166
52119,6.93,1.024666667,1.214,0.462,1.166
52120,7.06,1.054666667,1.292,0.45,1.206
52121,7.16,1.09,1.346,0.5,1.206
52122,7.14,1.052,1.258,0.46,1.182
52123,35.37,3.310666667,3.84,10.124,1.028
52124,36.46,3.571333333,3.398,7.166,0.936
52125,38.23,3.612,3.7,6.082,0.948
52126,38.62,2.316,2.27,0.29,0.548
52127,35.25,3.309333333,3.11,6.354,0.956
52128,35.27,3.412666667,3.616,5.558,0.98
52129,33.59,2.206666667,2.452,0.298,0.57
52130,36.53,2.101333333,2.37,0.304,0.58
52131,37.03,3.427333333,3.266,6.568,0.944
52132,37.93,2.397333333,2.872,0.308,0.596
52133,38.63,2.180666667,2.478,0.2,0.43
52134,40.28,2.28,2.622,0.2,0.666
52135,43.74,0,0,0,0
52136,50.1,0,0,0,0
52137,52.64,2.414,2.668,0.2,0.626
52138,53.62,2.4,2.56,0.2,0.624
52139,53.88,2.567333333,2.824,0.2,0.602
52140,6.17,1.106666667,1.434,0.78,1.214
52141,6.21,1.059333333,1.246,0.632,1.138
52142,6.26,1.032666667,1.266,0.586,1.156
52143,6.31,1.074666667,1.282,0.584,1.144
52144,6.33,0.99,1.188,0.582,1.178
52145,6.36,0.990666667,1.202,0.556,1.156
52146,5.61,1.040666667,1.278,0.554,1.172
52147,6.42,1.059333333,1.334,0.692,1.208
52148,6.44,1.033333333,1.218,0.584,1.156
52149,6.47,1.028,1.222,0.554,1.12
52150,6.47,1.045333333,1.292,0.558,1.174
52151,6.43,1.059333333,1.314,0.68,1.196
52152,6.8,1.036,1.21,0.594,1.156
52153,7.93,1.011333333,1.176,0.562,1.112
52154,8.01,1.023333333,1.24,0.548,1.16
52155,8.15,1.058666667,1.26,0.64,1.142
52156,8.08,1.029333333,1.202,0.562,1.148
52157,7.52,1.248666667,1.526,1.718,1.11
52158,7.61,1.25,1.426,1.272,1.05
52159,7.55,1.266,1.46,1.254,1.046
52160,7.58,1.247333333,1.488,1.244,1.086
52161,7.74,1.212,1.414,1.236,1.062
52162,7.72,1.236,1.438,1.19,1.052
52163,6.63,1.219333333,1.502,1.21,1.118
52164,7.8,1.213333333,1.532,1.704,1.134
52165,7.87,1.206666667,1.412,1.22,1.066
52166,7.85,1.219333333,1.446,1.194,1.064
52167,7.81,1.202666667,1.498,1.224,1.132
52168,8,1.208666667,1.534,1.724,1.15
52169,8.68,1.212,1.416,1.226,1.082
52170,10.39,1.237333333,1.488,1.182,1.086
52171,10.52,1.235333333,1.512,1.234,1.104
52172,10.65,1.248,1.576,1.676,1.134
52173,10.63,1.246666667,1.46,1.204,1.064
52174,5.7,1.696666667,1.932,2.174,1.106
52175,5.71,1.665333333,1.794,1.456,1.036
52176,5.69,1.649333333,1.748,1.594,1.046
52177,5.71,1.647333333,1.776,1.412,1.066
52178,5.67,1.607333333,1.696,1.38,1.046
52179,5.65,1.568,1.708,1.488,1.048
52180,5.33,1.579333333,1.73,1.412,1.086
52181,5.6,1.579333333,1.804,1.812,1.136
52182,5.62,1.554,1.626,1.284,1.036
52183,5.7,1.56,1.684,1.47,1.048
52184,5.65,1.572,1.712,1.492,1.058
52185,6.02,1.55,1.756,1.764,1.126
52186,6.17,1.556666667,1.584,1.348,1.004
52187,6.61,1.556666667,1.686,1.394,1.054
52188,6.77,1.562,1.644,1.346,1.06
52189,6.79,1.586666667,1.808,1.7,1.118
52190,6.74,1.574,1.616,1.342,1.034
52191,7.58,1.231333333,1.618,1.718,1.212
52192,7.76,1.236666667,1.55,1.17,1.152
52193,7.72,1.330666667,1.564,1.03,1.098
52194,7.81,1.261333333,1.582,0.838,1.158
52195,8.02,1.349333333,1.566,1.07,1.086
52196,7.99,1.860666667,1.724,0.786,1.044
52197,7.71,1.351333333,1.608,0.668,1.108
52198,8.17,1.263333333,1.656,1.522,1.19
52199,8.25,1.262666667,1.534,1.042,1.124
52200,8.23,1.284,1.616,0.846,1.136
52201,8.13,1.228666667,1.564,0.728,1.17
52202,8.86,1.237333333,1.7,1.568,1.212
52203,9.35,1.246666667,1.486,1.028,1.102
52204,10.02,1.284,1.61,0.782,1.144
52205,10.15,1.234,1.54,0.608,1.138
52206,10.51,1.251333333,1.65,1.652,1.19
52207,10.62,1.250666667,1.468,1.044,1.09
52208,2.74,0.918,0.82,0.458,0.886
52209,2.75,0.917333333,0.808,0.454,0.87
52210,2.75,0.913333333,0.798,0.448,0.862
52211,2.75,0.908,0.814,0.442,0.888
52212,2.75,0.916,0.798,0.452,0.858
52213,2.75,0.924666667,0.776,0.444,0.828
52214,2.67,0.923333333,0.81,0.438,0.87
52215,2.75,0.927333333,0.804,0.454,0.858
52216,2.75,0.928666667,0.784,0.456,0.832
52217,2.75,0.924666667,0.776,0.446,0.828
52218,2.75,0.917333333,0.788,0.44,0.852
52219,2.78,0.916666667,0.804,0.454,0.872
52220,2.82,0.914,0.784,0.456,0.844
52221,2.89,0.91,0.778,0.448,0.848
52222,2.89,0.910666667,0.806,0.444,0.88
52223,2.92,0.913333333,0.794,0.46,0.864
52224,2.93,0.916,0.784,0.458,0.844
52225,4.72,3.046666667,3.414,0.976,1.044
52226,4.8,3.031333333,3.252,0.822,0.972
52227,4.77,3.024,3.038,0.818,0.992
52228,4.79,3.053333333,3.232,0.768,0.994
52229,4.76,2.976666667,3.058,0.772,0.968
52230,4.76,2.873333333,3.046,0.768,1.006
52231,4.47,2.988666667,2.928,0.756,0.978
52232,4.7,3.024666667,3.38,0.976,1.082
52233,4.69,2.982666667,3.088,0.826,1
52234,4.72,2.982,3.152,0.792,1.018
52235,4.66,2.983333333,3.198,0.764,1.022
52236,4.84,2.98,3.404,0.976,1.082
52237,4.98,3.008,3.092,0.836,0.986
52238,5.39,3.008,3.236,0.826,1.01
52239,5.45,3.003333333,3.062,0.754,1.032
52240,5.54,3.019333333,3.448,1.04,1.052
52241,5.58,3.017333333,3,0.808,1.008
52242,7.63,1.480666667,2.324,0.714,1.308
52243,7.85,1.455333333,2.064,0.604,1.188
52244,7.93,1.405333333,1.886,0.558,1.196
52245,7.98,1.430666667,2.136,0.538,1.26
52246,7.91,1.458,2.01,0.586,1.18
52247,7.94,1.464666667,1.804,0.55,1.142
52248,7.58,1.510666667,2.072,0.522,1.238
52249,7.85,1.553333333,2.258,0.714,1.278
52250,7.96,1.511333333,1.972,0.576,1.17
52251,8.02,1.482666667,1.826,0.556,1.166
52252,8.06,1.567333333,2.078,0.54,1.198
52253,8.53,1.577333333,2.252,0.718,1.25
52254,8.77,1.559333333,1.948,0.572,1.128
52255,9.24,1.494,1.78,0.56,1.124
52256,9.5,1.548,2.03,0.528,1.188
52257,9.94,1.498666667,2.14,0.696,1.258
52258,9.94,1.522,1.89,0.57,1.128
52259,11.13,1.04,1.014,1.52,0.95
52260,11.02,1.044666667,1.004,1.312,0.926
52261,11.12,1.057333333,1.088,1.49,0.992
52262,11.19,1.047333333,1.07,1.58,0.994
52263,11.19,0.994666667,1.016,1.262,0.976
52264,11.29,1.04,1.08,1.316,1.002
52265,10.29,1.008666667,1.07,1.434,1.022
52266,11.13,0.997333333,1.05,1.538,1.014
52267,11.21,1.020666667,1.04,1.24,0.984
52268,11.21,1.046,1.116,1.352,1.034
52269,11.08,1.04,1.102,1.436,1.022
52270,10.87,1.031333333,1.184,1.726,1.098
52271,11.31,1.06,1.092,1.242,0.984
52272,12.89,1.051333333,1.15,1.27,1.048
52273,13.01,1.078666667,1.17,1.364,1.064
52274,13.07,1.105333333,1.178,1.624,1.018
52275,13.24,1.104,1.134,1.278,0.992
52276,7.6,1.051333333,1.158,0.624,1.098
52277,7.67,1.056,1.066,0.554,1.004
52278,7.6,1.038666667,1.106,0.562,1.038
52279,7.65,1.034,1.106,0.524,1.058
52280,7.77,0.993333333,1.046,0.476,1.05
52281,7.79,0.991333333,1.062,0.476,1.05
52282,6.94,0.970666667,1.068,0.474,1.1
52283,7.74,0.968,1.098,0.478,1.122
52284,7.77,0.979333333,1.058,0.456,1.068
52285,7.74,0.966666667,1.078,0.456,1.094
52286,7.74,0.968666667,1.066,0.458,1.104
52287,7.94,0.976,1.114,0.486,1.122
52288,8.42,0.990666667,1.086,0.458,1.072
52289,9.65,0.99,1.086,0.444,1.068
52290,9.77,0.984666667,1.094,0.452,1.1
52291,9.83,0.986,1.114,0.47,1.106
52292,9.75,1,1.092,0.448,1.074
52293,12.16,1.482666667,1.732,0.772,1.086
52294,12.5,1.531333333,1.576,0.678,1.016
52295,12.63,1.527333333,1.638,0.69,1.026
52296,12.44,1.484666667,1.662,0.652,1.064
52297,12.5,1.419333333,1.508,0.636,1.026
52298,12.59,1.508666667,1.578,0.62,0.982
52299,11.91,1.492,1.658,0.62,1.01
52300,12.96,1.456,1.75,0.774,1.12
52301,13.23,1.496,1.558,0.606,1.012
52302,13.3,1.490666667,1.648,0.628,1.032
52303,13.34,1.496666667,1.764,0.664,1.122
52304,13.5,1.508,1.864,0.78,1.154
52305,14.03,1.524,1.6,0.65,1.028
52306,15.07,1.512666667,1.662,0.636,1.04
52307,15.42,1.482,1.686,0.608,1.102
52308,16,1.517333333,1.8,0.778,1.114
52309,16.26,1.533333333,1.59,0.632,1.016
52310,8.32,1.546,2.018,1.786,1.132
52311,8.49,1.548666667,1.866,1.344,1.072
52312,8.6,1.607333333,1.942,1.092,1.048
52313,8.65,1.49,1.898,0.902,1.128
52314,8.68,1.512,1.838,1.3,1.056
52315,8.7,1.596666667,1.934,1.046,1.02
52316,7.82,1.451333333,1.924,0.836,1.15
52317,8.83,1.502666667,2.036,1.722,1.158
52318,8.79,1.501333333,1.88,1.292,1.092
52319,8.8,1.544666667,1.948,1.06,1.088
52320,8.79,1.422,1.874,0.826,1.162
52321,9.53,1.488666667,2.05,1.748,1.172
52322,10.44,1.484666667,1.854,1.234,1.102
52323,12.02,1.538,1.982,1.068,1.118
52324,12.07,1.444,1.902,0.792,1.148
52325,12.32,1.523333333,2.06,1.718,1.16
52326,12.24,1.515333333,1.902,1.148,1.084
52327,10.81,1.302666667,1.75,1.744,1.256
52328,10.85,1.298,1.608,1.282,1.17
52329,10.88,1.289333333,1.67,1.074,1.224
52330,10.95,1.290666667,1.68,1.086,1.22
52331,11.07,1.256666667,1.582,1.044,1.18
52332,11.13,1.263333333,1.604,0.98,1.206
52333,9.87,1.252,1.676,1.056,1.258
52334,11.21,1.274666667,1.768,1.752,1.298
52335,11.05,1.284,1.606,1.244,1.196
52336,10.96,1.296666667,1.728,1.09,1.248
52337,10.99,1.252,1.67,1.02,1.258
52338,11.13,1.270666667,1.792,1.828,1.308
52339,11.82,1.314,1.64,1.192,1.182
52340,13.49,1.318,1.712,1.15,1.224
52341,13.37,1.260666667,1.668,1.02,1.252
52342,13.85,1.275333333,1.76,1.836,1.268
52343,13.86,1.298666667,1.642,1.164,1.2
52344,10.84,1.200666667,1.614,2.056,1.178
52345,10.87,1.196,1.47,1.34,1.122
52346,11.01,1.212666667,1.516,1.29,1.092
52347,11.12,1.188666667,1.504,1.142,1.142
52348,11.25,1.15,1.404,1.394,1.1
52349,11.25,1.192,1.456,1.282,1.058
52350,9.59,1.126,1.438,1.142,1.144
52351,10.96,1.104666667,1.486,2.004,1.216
52352,11.09,1.118666667,1.384,1.346,1.132
52353,10.98,1.134,1.45,1.324,1.116
52354,10.97,1.103333333,1.43,1.188,1.17
52355,10.96,1.116666667,1.512,2.074,1.2
52356,11.67,1.123333333,1.374,1.354,1.104
52357,13.72,1.154666667,1.468,1.338,1.132
52358,13.89,1.128,1.472,1.238,1.164
52359,14.11,1.112666667,1.538,2.134,1.228
52360,14.22,1.134,1.42,1.47,1.1
52361,13.16,1.591333333,1.806,0.96,1.06
52362,13.41,1.664,1.748,0.864,0.984
52363,13.77,1.8,1.858,1.052,0.974
52364,13.99,1.75,2.08,1.11,1.026
52365,13.88,1.676,1.646,0.908,0.96
52366,14.06,1.886,2.168,1.086,1.004
52367,11.59,1.783333333,2.272,1.076,1.042
52368,13.86,1.694,2.17,1.484,1.112
52369,13.76,1.736,2.028,1.122,1.026
52370,13.58,1.828,2.222,1.094,1.07
52371,13.52,1.718,2.25,1.014,1.042
52372,14.32,1.705333333,2.238,1.45,1.142
52373,15.78,1.782666667,2.092,1.07,1.028
52374,19.17,1.870666667,2.238,1.096,1.086
52375,19.09,1.761333333,2.218,1.058,1.074
52376,19.57,1.728666667,2.2,1.42,1.132
52377,19.25,1.754666667,2.026,1.066,1.062
52378,3.44,1.248666667,1.404,0.594,1.116
52379,3.46,1.245333333,1.294,0.532,1.048
52380,3.44,1.241333333,1.334,0.536,1.074
52381,3.45,1.231333333,1.29,0.538,1.068
52382,3.42,1.212666667,1.266,0.532,1.054
52383,3.42,1.192666667,1.31,0.526,1.09
52384,3.19,1.192,1.312,0.524,1.104
52385,3.43,1.195333333,1.368,0.6,1.15
52386,3.43,1.200666667,1.256,0.528,1.06
52387,3.43,1.201333333,1.322,0.524,1.09
52388,3.41,0.750666667,0.744,0.404,0.59
52389,3.5,1.192,1.35,0.6,1.132
52390,3.5,1.198666667,1.254,0.526,1.05
52391,3.77,1.201333333,1.276,0.516,1.068
52392,3.78,1.186,1.28,0.514,1.088
52393,3.8,1.185333333,1.324,0.594,1.12
52394,3.8,1.184,1.27,0.522,1.074
52395,6.54,0.858,1.042,0.918,1.172
52396,6.6,0.828666667,0.934,0.71,1.088
52397,6.68,0.803333333,0.908,0.612,1.09
52398,6.72,0.85,0.956,0.576,1.086
52399,6.71,0.876,1.01,0.732,1.102
52400,6.71,0.848666667,0.94,0.61,1.052
52401,6.69,0.846,0.946,0.574,1.076
52402,6.69,0.862,1.05,0.884,1.158
52403,6.84,0.851333333,0.952,0.702,1.076
52404,6.93,0.814,0.94,0.602,1.098
52405,6.84,0.835333333,0.974,0.61,1.116
52406,7.15,0.842666667,1.034,0.914,1.17
52407,7.06,0.836666667,0.934,0.718,1.088
52408,7.19,0.809333333,0.89,0.624,1.044
52409,7.22,0.812,0.952,0.606,1.106
52410,7.41,0.877333333,1.06,1.5,1.138
52411,7.4,0.848,0.956,1.03,1.06
52412,5.15,1.004,1.138,0.708,1.048
52413,5.21,1.011333333,1.046,0.624,0.968
52414,5.23,1.018666667,1.146,0.668,1.036
52415,5.26,1.006666667,1.106,0.692,1.022
52416,5.26,0.988666667,1.05,0.632,1.012
52417,5.28,1.006666667,1.118,0.648,1.036
52418,4.97,0.993333333,1.12,0.676,1.074
52419,5.29,1.000666667,1.178,0.74,1.088
52420,5.31,1.011333333,1.09,0.626,1.016
52421,5.31,1.029333333,1.188,0.66,1.06
52422,5.34,1.02,1.178,0.682,1.066
52423,5.57,1.017333333,1.232,0.758,1.112
52424,5.8,1.036666667,1.142,0.638,1.044
52425,6.22,1.047333333,1.19,0.662,1.066
52426,6.29,1.027333333,1.188,0.68,1.078
52427,6.41,1.024666667,1.22,0.744,1.102
52428,6.39,1.041333333,1.186,0.63,1.066
52429,18.72,1.413333333,1.868,0.654,1.222
52430,19.28,1.402666667,1.568,0.498,1.082
52431,19.8,1.424666667,1.72,0.554,1.142
52432,19.93,1.372666667,1.674,0.506,1.184
52433,20.16,1.438666667,1.668,0.564,1.102
52434,19.96,1.508666667,1.716,0.534,1.076
52435,17.29,1.434,1.636,0.512,1.1
52436,20.08,1.468666667,1.974,0.702,1.268
52437,20.02,1.434666667,1.704,0.56,1.128
52438,19.8,1.442,1.736,0.546,1.124
52439,19.58,1.429333333,1.602,0.518,1.086
52440,20.37,1.429333333,1.892,0.65,1.234
52441,21.89,1.43,1.628,0.552,1.078
52442,23.9,1.444666667,1.612,0.53,1.082
52443,23.84,1.42,1.648,0.512,1.112
52444,24.06,1.273333333,1.566,0.564,1.184
52445,23.92,1.27,1.488,0.522,1.124
52446,3.16,0.817333333,0.81,0.46,0.944
52447,3.18,0.819333333,0.818,0.454,0.96
52448,3.17,0.826,0.846,0.466,0.97
52449,3.17,0.819333333,0.834,0.464,0.98
52450,3.15,0.812666667,0.824,0.448,0.98
52451,3.15,0.822666667,0.86,0.464,0.994
52452,3.02,0.811333333,0.85,0.466,1.012
52453,3.14,0.812666667,0.876,0.462,1.04
52454,3.14,0.821333333,0.856,0.452,1.018
52455,3.13,0.828,0.872,0.462,1.008
52456,3.12,0.82,0.878,0.456,1.036
52457,3.19,0.821333333,0.876,0.454,1.034
52458,3.25,0.826,0.858,0.448,1.014
52459,3.41,0.829333333,0.876,0.456,1.016
52460,3.42,0.822,0.876,0.456,1.038
52461,3.45,0.822666667,0.86,0.456,1.018
52462,3.46,0.826666667,0.864,0.448,1.026
52463,4.12,1.076,1.214,0.45,1.122
52464,4.11,1.073333333,1.138,0.44,1.058
52465,4.08,1.061333333,1.148,0.444,1.08
52466,4.11,1.066,1.16,0.442,1.084
52467,4.07,1.052666667,1.13,0.438,1.072
52468,4.08,1.046666667,1.132,0.44,1.084
52469,3.77,1.056,1.176,0.438,1.11
52470,4.07,1.051333333,1.192,0.452,1.13
52471,4.04,1.044,1.126,0.44,1.078
52472,4.03,1.041333333,1.13,0.442,1.086
52473,4.01,1.034666667,1.136,0.44,1.1
52474,4.08,1.04,1.188,0.452,1.142
52475,4.23,1.044666667,1.114,0.442,1.064
52476,4.58,1.046,1.134,0.442,1.084
52477,4.62,1.041333333,1.164,0.44,1.12
52478,4.67,1.048,1.172,0.456,1.114
52479,4.64,1.046,1.13,0.44,1.08
52480,9.34,1.298666667,1.52,2.706,1.164
52481,9.41,1.336,1.426,2.154,1.076
52482,9.43,1.374666667,1.576,2.076,1.134
52483,9.34,1.298,1.486,1.782,1.152
52484,9.31,1.266666667,1.408,2.01,1.106
52485,9.39,1.330666667,1.52,1.922,1.146
52486,8.27,1.276,1.474,1.634,1.162
52487,9.68,1.245333333,1.502,2.624,1.206
52488,9.48,1.3,1.416,1.986,1.092
52489,9.47,1.364,1.62,2.018,1.17
52490,9.5,1.284666667,1.448,1.618,1.132
52491,10.3,1.271333333,1.534,2.752,1.194
52492,11.03,1.304666667,1.43,1.886,1.096
52493,13.18,1.352666667,1.552,1.984,1.14
52494,13.29,1.294666667,1.522,1.604,1.17
52495,12.96,1.284,1.49,2.678,1.14
52496,12.88,1.338,1.496,1.842,1.114
52497,5.02,2.023333333,2.434,0.568,1.104
52498,5.03,2.010666667,2.262,0.522,1.03
52499,5.02,1.998666667,2.264,0.514,1.062
52500,5.01,1.986666667,2.342,0.492,1.078
52501,4.97,1.984,2.268,0.528,1.054
52502,4.95,2.024666667,2.226,0.526,1.062
52503,4.65,2.024,2.392,0.496,1.096
52504,4.92,2.054,2.504,0.588,1.098
52505,4.93,2.06,2.354,0.53,1.04
52506,4.94,2.087333333,2.318,0.524,1.05
52507,4.9,2.071333333,2.41,0.49,1.088
52508,5.02,2.060666667,2.45,0.58,1.094
52509,5.07,2.064,2.274,0.532,1.032
52510,5.43,2.083333333,2.27,0.518,1.032
52511,5.46,2.071333333,2.384,0.492,1.086
52512,5.5,2.120666667,2.462,0.578,1.086
52513,5.49,2.116666667,2.336,0.526,1.04
52514,19.09,0.512,0.492,0.398,0.574
52515,19.66,0.519333333,0.492,0.4,0.57
52516,20.93,0.557333333,0.496,0.4,0.54
52517,20.98,0.525333333,0.512,0.4,0.582
52518,20.15,0.652666667,0.52,0.402,0.506
52519,19.45,1.041333333,0.62,0.4,0.468
52520,18.13,0.542666667,0.514,0.402,0.566
52521,19.81,0.502,0.492,0.398,0.588
52522,19.31,0.494666667,0.486,0.4,0.588
52523,19.83,0.508666667,0.49,0.4,0.576
52524,19.91,0.491333333,0.508,0.4,0.624
52525,20.56,1.274666667,1.554,0.854,1.122
52526,21.47,0.464666667,0.484,0.2,0.634
52527,23.29,0.511333333,0.538,0.2,0.648
52528,23.9,0.51,0.536,0.2,0.632
52529,23.35,0.482,0.52,0.2,0.654
52530,22.65,0.46,0.484,0.2,0.64
52531,6.01,1.517333333,1.828,0.56,1.152
52532,6.11,1.471333333,1.62,0.496,1.07
52533,6.07,1.416666667,1.604,0.486,1.11
52534,6.13,1.454,1.602,0.476,1.082
52535,6.34,1.596,1.538,0.486,1.04
52536,6.38,1.521333333,1.514,0.476,1.062
52537,5.61,1.62,1.574,0.466,1.046
52538,6.36,1.635333333,1.716,0.53,1.116
52539,6.41,1.589333333,1.596,0.478,1.046
52540,6.41,1.552666667,1.602,0.478,1.062
52541,6.39,1.568,1.642,0.47,1.08
52542,6.58,1.614,1.682,0.518,1.088
52543,6.81,1.590666667,1.596,0.478,1.04
52544,7.94,1.540666667,1.596,0.478,1.098
52545,8.09,1.58,1.648,0.476,1.082
52546,8.15,1.644666667,1.752,0.53,1.096
52547,8.15,1.606,1.684,0.49,1.072
52548,4.28,1.033333333,1.238,0.572,1.198
52549,4.31,1.028666667,1.154,0.53,1.12
52550,4.28,1.005333333,1.166,0.538,1.168
52551,4.3,1.024666667,1.22,0.524,1.196
52552,4.27,1.013333333,1.192,0.528,1.178
52553,4.3,0.996,1.134,0.524,1.136
52554,4.1,1.003333333,1.228,0.518,1.22
52555,4.3,1.008,1.264,0.572,1.252
52556,4.32,1.013333333,1.18,0.522,1.166
52557,4.32,0.988666667,1.15,0.528,1.168
52558,4.32,1.012666667,1.248,0.524,1.238
52559,4.44,1.000666667,1.262,0.57,1.262
52560,4.62,1.01,1.172,0.528,1.168
52561,4.94,0.984,1.128,0.526,1.148
52562,4.95,1.011333333,1.244,0.51,1.234
52563,5.02,1.012666667,1.216,0.578,1.204
52564,5.02,1.017333333,1.204,0.522,1.188
52565,10.86,0.47,0.428,0.394,0.54
52566,11.08,0.466666667,0.42,0.394,0.532
52567,11.06,0.462,0.426,0.392,0.546
52568,11.26,0.467333333,0.424,0.388,0.536
52569,11.1,0.448,0.418,0.396,0.548
52570,11.08,0.448,0.414,0.394,0.546
52571,10.84,0.460666667,0.422,0.39,0.54
52572,11.17,0.462666667,0.424,0.394,0.538
52573,11.39,0.459333333,0.424,0.394,0.544
52574,11.5,0.457333333,0.43,0.392,0.556
52575,11.5,0.322666667,0.312,0.2,0.382
52576,11.98,2.076,2.668,0.2,0.654
52577,12.17,2.581333333,2.804,1.006,0.984
52578,12.94,2.555333333,2.67,1.056,0.99
52579,13.21,2.025333333,2.49,0.2,0.646
52580,13.36,2.48,3.016,1.236,1.052
52581,13.35,2.578,2.794,0.96,1
52582,4.58,0.945333333,1.138,0.64,1.198
52583,4.61,0.910666667,1.036,0.546,1.134
52584,4.6,0.886666667,1.032,0.534,1.16
52585,4.62,0.921333333,1.046,0.524,1.132
52586,4.6,0.878,1.004,0.534,1.152
52587,4.6,0.875333333,1.014,0.526,1.16
52588,4.1,0.905333333,1.054,0.512,1.166
52589,4.65,0.915333333,1.148,0.628,1.25
52590,4.63,0.900666667,1.044,0.54,1.162
52591,4.65,0.888666667,1.052,0.53,1.176
52592,4.66,0.907333333,1.07,0.516,1.182
52593,4.84,0.929333333,1.154,0.64,1.238
52594,5.14,0.920666667,1.07,0.57,1.166
52595,6.01,0.903333333,1.064,0.562,1.168
52596,6.01,0.921333333,1.088,0.538,1.178
52597,6.08,0.942666667,1.162,0.648,1.216
52598,6.08,0.93,1.082,0.572,1.164
52599,6.38,1.848888889,1.3,0.67,0.843333333
52600,6.43,1.975555556,1.476666667,0.673333333,0.873333333
52601,6.15,1.948888889,1.38,0.676666667,0.853333333
52602,5.98,1.934444444,1.446666667,0.676666667,0.87
52603,6.72,1.895555556,1.443333333,0.676666667,0.88
52604,6.54,1.818888889,1.366666667,0.676666667,0.87
52605,5.53,1.88,1.45,0.676666667,0.88
52606,6.33,1.843333333,1.386666667,0.67,0.866666667
52607,5.97,1.858888889,1.436666667,0.673333333,0.883333333
52608,5.49,1.846666667,1.34,0.676666667,0.856666667
52609,3.8,1.77,1.36,0.676666667,0.873333333
52610,4.39,1.035,0.6775,0.25,0.3875
52611,4.33,0,0,0,0
52612,4.35,0,0,0,0
52613,4.51,0.94,0.625,0.25,0.385
52614,4.56,0.904166667,0.5975,0.25,0.3825
52615,4.55,0.909166667,0.5675,0.25,0.37
52616,18.31,1.05,1.062,0.828,0.998
52617,18.52,1.059333333,1.036,0.786,0.964
52618,18.26,1.024,0.95,0.734,0.912
52619,17.62,1.055333333,0.992,0.616,0.934
52620,18.59,1.043333333,1,0.686,0.926
52621,18.9,1.042666667,0.942,0.688,0.882
52622,18.74,1.028666667,1.006,0.686,0.974
52623,18.86,1.024,1.026,0.726,0.998
52624,18.67,1.046666667,1.038,0.736,0.97
52625,18.55,1.017333333,0.942,0.632,0.914
52626,18.61,1.044666667,1.014,0.65,0.956
52627,16.88,1.023333333,0.994,0.744,0.964
52628,16.82,1.050666667,1.006,0.63,0.942
52629,16.23,1.015333333,0.898,0.586,0.902
52630,16.21,1.018666667,0.98,0.476,0.958
52631,16.1,1.008666667,0.942,0.748,0.94
52632,15.72,1.022666667,0.952,0.594,0.91
52633,8.77,1.808,2.162,0.618,1.046
52634,8.81,1.772,2.034,0.518,1.018
52635,8.77,1.731333333,1.944,0.524,0.994
52636,8.88,1.678666667,2.042,0.478,1.042
52637,8.89,1.722666667,1.982,0.504,1.034
52638,8.88,1.629333333,1.916,0.51,1.034
52639,8.89,1.664,1.986,0.47,1.044
52640,8.71,1.708,2.12,0.572,1.068
52641,8.71,1.732,1.984,0.518,1.03
52642,8.74,1.668,1.972,0.526,1.034
52643,8.68,1.695333333,2.008,0.482,1.038
52644,8.62,1.692,2.142,0.574,1.078
52645,8.29,1.777333333,2.102,0.53,1.054
52646,8.14,1.688,1.932,0.514,1.006
52647,7.95,1.728666667,2.072,0.466,1.054
52648,7.93,1.760666667,2.182,0.582,1.046
52649,7.68,1.767333333,2.038,0.532,1.05
52650,23.93,1.310666667,1.306,2.304,0.976
52651,24.2,1.326666667,1.256,1.95,0.908
52652,24.71,1.314666667,1.222,1.614,0.936
52653,25.29,1.341333333,1.316,1.494,0.96
52654,25.69,1.340666667,1.44,1.946,0.958
52655,25.96,1.373333333,1.48,1.458,1.004
52656,26.45,1.38,1.476,1.568,1.034
52657,26.05,1.365333333,1.54,3.228,1.056
52658,26.21,1.378666667,1.446,1.862,0.99
52659,26.51,1.362666667,1.46,1.772,1.018
52660,26.72,1.404,1.404,1.604,0.996
52661,24.92,1.368666667,1.526,3.554,1.038
52662,25.18,1.416,1.416,1.522,0.958
52663,25.54,1.405333333,1.358,1.798,0.958
52664,26.03,1.427333333,1.43,1.444,0.994
52665,26.19,1.424666667,1.474,3.592,1.002
52666,24.88,1.435333333,1.444,1.452,0.968
52667,19.15,1.301333333,1.372,1.316,1.068
52668,19.16,1.307333333,1.274,1.064,0.99
52669,19.57,1.284666667,1.268,0.772,0.992
52670,19.7,1.313333333,1.254,0.74,0.982
52671,20.23,1.285333333,1.266,0.906,0.992
52672,20.13,1.347333333,1.282,0.784,0.986
52673,20.33,1.325333333,1.368,0.816,1.042
52674,20.59,1.326,1.39,1.37,1.054
52675,20.96,1.322666667,1.328,0.978,1.012
52676,21.02,1.339333333,1.284,0.684,0.996
